old_url,new_route,content_type,title,status,notes
https://www.rongvanghoanggia.com/banh-dau-xanh-tra-xanh-rong-vang-them-mot-nguyen-lieu-say-dam-ca-van-nguoi/,/banh-dau-xanh-tra-xanh-rong-vang-them-mot-nguyen-lieu-say-dam-ca-van-nguoi/,post,Bánh đậu xanh trà xanh rồng vàng- Thêm một nguyên liệu say đắm cả vạn người,extracted,content-raw/post/banh-dau-xanh-tra-xanh-rong-vang-them-mot-nguyen-lieu-say-dam-ca-van-nguoi.md
https://www.rongvanghoanggia.com/category/banh-dau-xanh/,/category/banh-dau-xanh/,post,Bánh đậu xanh,extracted,content-raw/post/banh-dau-xanh.md
https://www.rongvanghoanggia.com/category/banh-dau-xanh/page/2/,/category/banh-dau-xanh/page/2/,post,Bánh đậu xanh,extracted,content-raw/post/2.md
https://www.rongvanghoanggia.com/category/chung/,/category/chung/,post,Chung,extracted,content-raw/post/chung.md
https://www.rongvanghoanggia.com/category/dac-san-mien-bac/,/category/dac-san-mien-bac/,post,Đặc sản miền Bắc,extracted,content-raw/post/dac-san-mien-bac.md
https://www.rongvanghoanggia.com/category/uncategorized/,/category/uncategorized/,post,Uncategorized,extracted,content-raw/post/uncategorized.md
https://www.rongvanghoanggia.com/cau-chuyen-san-pham-banh-dau-sau-rieng-bang-hinh-anh/,/cau-chuyen-san-pham-banh-dau-sau-rieng-bang-hinh-anh/,post,Câu chuyện sản phẩm bánh đậu sầu riêng – bằng hình ảnh,extracted,content-raw/post/cau-chuyen-san-pham-banh-dau-sau-rieng-bang-hinh-anh.md
https://www.rongvanghoanggia.com/cau-chuyen-san-pham-banh-dau-tra-xanh-bang-hinh-anh/,/cau-chuyen-san-pham-banh-dau-tra-xanh-bang-hinh-anh/,post,Câu chuyện sản phẩm bánh đậu trà xanh – bằng hình ảnh,extracted,content-raw/post/cau-chuyen-san-pham-banh-dau-tra-xanh-bang-hinh-anh.md
https://www.rongvanghoanggia.com/cau-chuyen-san-pham-rong-vang-hoang-gia-2/,/cau-chuyen-san-pham-rong-vang-hoang-gia-2/,page,Câu chuyện sản phẩm,extracted,content-raw/page/cau-chuyen-san-pham-rong-vang-hoang-gia-2.md
https://www.rongvanghoanggia.com/chinh-sach-bao-hanh-doi-tra/,/chinh-sach-bao-hanh-doi-tra/,policy,"Chính sách bảo hành, đổi trả",extracted,content-raw/policy/chinh-sach-bao-hanh-doi-tra.md
https://www.rongvanghoanggia.com/chinh-sach-bao-mat/,/chinh-sach-bao-mat/,policy,Chính sách bảo mật,extracted,content-raw/policy/chinh-sach-bao-mat.md
https://www.rongvanghoanggia.com/chinh-sach-va-quy-dinh-chung/,/chinh-sach-va-quy-dinh-chung/,policy,Chính sách và quy định chung,extracted,content-raw/policy/chinh-sach-va-quy-dinh-chung.md
https://www.rongvanghoanggia.com/chinh-sach-van-chuyen/,/chinh-sach-van-chuyen/,policy,Chính sách vận chuyển,extracted,content-raw/policy/chinh-sach-van-chuyen.md
https://www.rongvanghoanggia.com/cong-bo/,/cong-bo/,page,công bố,extracted,content-raw/page/cong-bo.md
https://www.rongvanghoanggia.com/danh-muc-san-pham/banh-dau-xanh-qua-tang/,/danh-muc-san-pham/banh-dau-xanh-qua-tang/,product_category,Bánh đậu xanh quà tặng,extracted,content-raw/product_category/banh-dau-xanh-qua-tang.md
https://www.rongvanghoanggia.com/danh-muc-san-pham/banh-dau-xanh-tet/,/danh-muc-san-pham/banh-dau-xanh-tet/,product_category,Bánh đậu xanh Tết,extracted,content-raw/product_category/banh-dau-xanh-tet.md
https://www.rongvanghoanggia.com/danh-muc-san-pham/banh-dau-xanh-thuong-hang/,/danh-muc-san-pham/banh-dau-xanh-thuong-hang/,product_category,Bánh đậu xanh thượng hạng,extracted,content-raw/product_category/banh-dau-xanh-thuong-hang.md
https://www.rongvanghoanggia.com/danh-muc-san-pham/banh-dau-xanh-thuong-hang/index.html?add-to-cart=6887/,/danh-muc-san-pham/banh-dau-xanh-thuong-hang/index.html?add-to-cart=6887/,product_category,Bánh đậu xanh thượng hạng,extracted,content-raw/product_category/index.html?add-to-cart=6887.md
https://www.rongvanghoanggia.com/danh-muc-san-pham/banh-dau-xanh-trai-cay-truyen-thong/,/danh-muc-san-pham/banh-dau-xanh-trai-cay-truyen-thong/,product_category,Bánh đậu xanh hương vị trái cây,extracted,content-raw/product_category/banh-dau-xanh-trai-cay-truyen-thong.md
https://www.rongvanghoanggia.com/danh-muc-san-pham/banh-dau-xanh-truyen-thong/,/danh-muc-san-pham/banh-dau-xanh-truyen-thong/,product_category,Bánh đậu xanh truyền thống,extracted,content-raw/product_category/banh-dau-xanh-truyen-thong.md
https://www.rongvanghoanggia.com/danh-muc-san-pham/bot-dau/,/danh-muc-san-pham/bot-dau/,product_category,Bột đậu xanh - Chè đậu đen,extracted,content-raw/product_category/bot-dau.md
https://www.rongvanghoanggia.com/danh-muc-san-pham/hot/,/danh-muc-san-pham/hot/,product_category,HOT,extracted,content-raw/product_category/hot.md
https://www.rongvanghoanggia.com/danh-muc-san-pham/hot/index.html?add-to-cart=6887/,/danh-muc-san-pham/hot/index.html?add-to-cart=6887/,product_category,HOT,extracted,content-raw/product_category/index.html?add-to-cart=6887.md
https://www.rongvanghoanggia.com/diem-ban-rong-vang-hoang-gia/,/diem-ban-rong-vang-hoang-gia/,page,ĐIỂM BÁN,extracted,content-raw/page/diem-ban-rong-vang-hoang-gia.md
https://www.rongvanghoanggia.com/gia-1-hop-banh-dau-xanh-la-bao-nhieu-mua-o-dau-thi-uy-tin/,/gia-1-hop-banh-dau-xanh-la-bao-nhieu-mua-o-dau-thi-uy-tin/,post,Giá 1 hộp bánh đậu xanh là bao nhiêu? Mua ở đâu thì uy tín?,extracted,content-raw/post/gia-1-hop-banh-dau-xanh-la-bao-nhieu-mua-o-dau-thi-uy-tin.md
https://www.rongvanghoanggia.com/gioi-thieu/,/gioi-thieu/,page,GIỚI THIỆU công ty,extracted,content-raw/page/gioi-thieu.md
https://www.rongvanghoanggia.com/,/,home,Bánh đậu xanh Rồng Vàng Hoàng Gia – OCOP 5 sao quốc gia,extracted,content-raw/home.md
https://www.rongvanghoanggia.com/lam-banh-dau-xanh-hai-duong-cong-thuc-bi-truyen-bat-mi-boi-nghe-nhan/,/lam-banh-dau-xanh-hai-duong-cong-thuc-bi-truyen-bat-mi-boi-nghe-nhan/,post,Làm bánh đậu xanh Hải Dương – Công thức cổ truyền xưa,extracted,content-raw/post/lam-banh-dau-xanh-hai-duong-cong-thuc-bi-truyen-bat-mi-boi-nghe-nhan.md
https://www.rongvanghoanggia.com/lien-he/,/lien-he/,page,Bánh đậu xanh Rồng Vàng Hoàng Gia – OCOP 5 sao quốc gia,extracted,content-raw/page/lien-he.md
https://www.rongvanghoanggia.com/loi-ich-suc-khoe-bat-ngo-tu-viec-an-banh-dau-xanh-moi-ngay/,/loi-ich-suc-khoe-bat-ngo-tu-viec-an-banh-dau-xanh-moi-ngay/,post,Lợi ích sức khỏe bất ngờ từ việc ăn bánh đậu xanh mỗi ngày,extracted,content-raw/post/loi-ich-suc-khoe-bat-ngo-tu-viec-an-banh-dau-xanh-moi-ngay.md
https://www.rongvanghoanggia.com/mua-banh-dau-xanh-o-sai-gon-nhanh-chong-so-huu-san-pham-chinh-goc-doc-dao/,/mua-banh-dau-xanh-o-sai-gon-nhanh-chong-so-huu-san-pham-chinh-goc-doc-dao/,post,"Mua bánh đậu xanh ở Sài Gòn- Nhanh chóng sở hữu sản phẩm chính gốc, độc đáo",extracted,content-raw/post/mua-banh-dau-xanh-o-sai-gon-nhanh-chong-so-huu-san-pham-chinh-goc-doc-dao.md
https://www.rongvanghoanggia.com/phieu-kiem-nghiem/,/phieu-kiem-nghiem/,post,Phiếu kiểm nghiệm,extracted,content-raw/post/phieu-kiem-nghiem.md
https://www.rongvanghoanggia.com/profile-rong-vang-hoang-gia/,/profile-rong-vang-hoang-gia/,post,Profile Rồng Vàng Hoàng Gia,extracted,content-raw/post/profile-rong-vang-hoang-gia.md
https://www.rongvanghoanggia.com/san-pham/banh-dau-mix-vi-thuong-hang-510g/,/san-pham/banh-dau-mix-vi-thuong-hang-510g/,product,Bánh đậu Mix vị Thượng hạng 510g,extracted,content-raw/product/banh-dau-mix-vi-thuong-hang-510g.md
https://www.rongvanghoanggia.com/san-pham/banh-dau-mix-vi-thuong-hang-510g/index.html?add-to-cart=6887/,/san-pham/banh-dau-mix-vi-thuong-hang-510g/index.html?add-to-cart=6887/,product,Bánh đậu Mix vị Thượng hạng 510g,extracted,content-raw/product/index.html?add-to-cart=6887.md
https://www.rongvanghoanggia.com/san-pham/banh-dau-mix-vi-thuong-hang-900g/,/san-pham/banh-dau-mix-vi-thuong-hang-900g/,product,Bánh đậu Mix vị Thượng hạng 900g,extracted,content-raw/product/banh-dau-mix-vi-thuong-hang-900g.md
https://www.rongvanghoanggia.com/san-pham/banh-dau-sau-rieng-170g/,/san-pham/banh-dau-sau-rieng-170g/,product,Bánh đậu Sầu riêng 170g,extracted,content-raw/product/banh-dau-sau-rieng-170g.md
https://www.rongvanghoanggia.com/san-pham/banh-dau-sau-rieng-170g/index.html?add-to-cart=6887/,/san-pham/banh-dau-sau-rieng-170g/index.html?add-to-cart=6887/,product,Bánh đậu Sầu riêng 170g,extracted,content-raw/product/index.html?add-to-cart=6887.md
https://www.rongvanghoanggia.com/san-pham/banh-dau-sau-rieng-300g/,/san-pham/banh-dau-sau-rieng-300g/,product,Bánh đậu Sầu riêng 300g,extracted,content-raw/product/banh-dau-sau-rieng-300g.md
https://www.rongvanghoanggia.com/san-pham/banh-dau-sau-rieng-510g/,/san-pham/banh-dau-sau-rieng-510g/,product,Bánh đậu Sầu riêng 510g,extracted,content-raw/product/banh-dau-sau-rieng-510g.md
https://www.rongvanghoanggia.com/san-pham/banh-dau-sau-rieng-900g/,/san-pham/banh-dau-sau-rieng-900g/,product,Bánh đậu Sầu riêng 900g,extracted,content-raw/product/banh-dau-sau-rieng-900g.md
https://www.rongvanghoanggia.com/san-pham/banh-dau-thuong-hang-tien-vua/,/san-pham/banh-dau-thuong-hang-tien-vua/,product,Bánh đậu thượng hạng Tiến vua,extracted,content-raw/product/banh-dau-thuong-hang-tien-vua.md
https://www.rongvanghoanggia.com/san-pham/banh-dau-tra-xanh-170g/,/san-pham/banh-dau-tra-xanh-170g/,product,Bánh đậu trà xanh 170g,extracted,content-raw/product/banh-dau-tra-xanh-170g.md
https://www.rongvanghoanggia.com/san-pham/banh-dau-tra-xanh-300g/,/san-pham/banh-dau-tra-xanh-300g/,product,Bánh đậu trà xanh 300g,extracted,content-raw/product/banh-dau-tra-xanh-300g.md
https://www.rongvanghoanggia.com/san-pham/banh-dau-tra-xanh-300g/index.html?add-to-cart=6887/,/san-pham/banh-dau-tra-xanh-300g/index.html?add-to-cart=6887/,product,Bánh đậu trà xanh 300g,extracted,content-raw/product/index.html?add-to-cart=6887.md
https://www.rongvanghoanggia.com/san-pham/banh-dau-tra-xanh-510g/,/san-pham/banh-dau-tra-xanh-510g/,product,Bánh đậu trà xanh 510g,extracted,content-raw/product/banh-dau-tra-xanh-510g.md
https://www.rongvanghoanggia.com/san-pham/banh-dau-tra-xanh-510g/index.html?add-to-cart=6887/,/san-pham/banh-dau-tra-xanh-510g/index.html?add-to-cart=6887/,product,Bánh đậu trà xanh 510g,extracted,content-raw/product/index.html?add-to-cart=6887.md
https://www.rongvanghoanggia.com/san-pham/banh-dau-tra-xanh-900g/,/san-pham/banh-dau-tra-xanh-900g/,product,Bánh đậu trà xanh 900g,extracted,content-raw/product/banh-dau-tra-xanh-900g.md
https://www.rongvanghoanggia.com/san-pham/banh-dau-xanh-banh-chung-tet/,/san-pham/banh-dau-xanh-banh-chung-tet/,product,Bánh đậu xanh Bánh chưng Tết,extracted,content-raw/product/banh-dau-xanh-banh-chung-tet.md
https://www.rongvanghoanggia.com/san-pham/banh-dau-xanh-banh-chung-vang/,/san-pham/banh-dau-xanh-banh-chung-vang/,product,Bánh đậu xanh Bánh chưng vàng,extracted,content-raw/product/banh-dau-xanh-banh-chung-vang.md
https://www.rongvanghoanggia.com/san-pham/banh-dau-xanh-ca-chep-vang/,/san-pham/banh-dau-xanh-ca-chep-vang/,product,Bánh đậu xanh Cá chép vàng,extracted,content-raw/product/banh-dau-xanh-ca-chep-vang.md
https://www.rongvanghoanggia.com/san-pham/banh-dau-xanh-chinh-dao-truong-tho/,/san-pham/banh-dau-xanh-chinh-dao-truong-tho/,product,Bánh đậu xanh Chĩnh đào trường thọ,extracted,content-raw/product/banh-dau-xanh-chinh-dao-truong-tho.md
https://www.rongvanghoanggia.com/san-pham/banh-dau-xanh-chinh-loc-vang/,/san-pham/banh-dau-xanh-chinh-loc-vang/,product,Bánh đậu xanh Chĩnh lộc vàng,extracted,content-raw/product/banh-dau-xanh-chinh-loc-vang.md
https://www.rongvanghoanggia.com/san-pham/banh-dau-xanh-chinh-vang-phuc-loc/,/san-pham/banh-dau-xanh-chinh-vang-phuc-loc/,product,Bánh đậu xanh Chĩnh vàng Phúc lộc,extracted,content-raw/product/banh-dau-xanh-chinh-vang-phuc-loc.md
https://www.rongvanghoanggia.com/san-pham/banh-dau-xanh-chinh-vang-than-tai/,/san-pham/banh-dau-xanh-chinh-vang-than-tai/,product,Bánh đậu xanh Chĩnh vàng Thần tài,extracted,content-raw/product/banh-dau-xanh-chinh-vang-than-tai.md
https://www.rongvanghoanggia.com/san-pham/banh-dau-xanh-dong-tien-lon/,/san-pham/banh-dau-xanh-dong-tien-lon/,product,Bánh đậu xanh Đồng tiền lớn,extracted,content-raw/product/banh-dau-xanh-dong-tien-lon.md
https://www.rongvanghoanggia.com/san-pham/banh-dau-xanh-dong-tien-nho/,/san-pham/banh-dau-xanh-dong-tien-nho/,product,Bánh đậu xanh Đồng tiền nhỏ,extracted,content-raw/product/banh-dau-xanh-dong-tien-nho.md
https://www.rongvanghoanggia.com/san-pham/banh-dau-xanh-h15/,/san-pham/banh-dau-xanh-h15/,product,Bánh đậu xanh H15,extracted,content-raw/product/banh-dau-xanh-h15.md
https://www.rongvanghoanggia.com/san-pham/banh-dau-xanh-h24-truyen-thong/,/san-pham/banh-dau-xanh-h24-truyen-thong/,product,Bánh đậu xanh H24 truyền thống,extracted,content-raw/product/banh-dau-xanh-h24-truyen-thong.md
https://www.rongvanghoanggia.com/san-pham/banh-dau-xanh-h24-truyen-thong/index.html?add-to-cart=6887/,/san-pham/banh-dau-xanh-h24-truyen-thong/index.html?add-to-cart=6887/,product,Bánh đậu xanh H24 truyền thống,extracted,content-raw/product/index.html?add-to-cart=6887.md
https://www.rongvanghoanggia.com/san-pham/banh-dau-xanh-h25/,/san-pham/banh-dau-xanh-h25/,product,Bánh đậu xanh H25,extracted,content-raw/product/banh-dau-xanh-h25.md
https://www.rongvanghoanggia.com/san-pham/banh-dau-xanh-hg20/,/san-pham/banh-dau-xanh-hg20/,product,Bánh đậu xanh HG20,extracted,content-raw/product/banh-dau-xanh-hg20.md
https://www.rongvanghoanggia.com/san-pham/banh-dau-xanh-ho-lo-hut-loc/,/san-pham/banh-dau-xanh-ho-lo-hut-loc/,product,Bánh đậu xanh Hồ lô hút lộc,extracted,content-raw/product/banh-dau-xanh-ho-lo-hut-loc.md
https://www.rongvanghoanggia.com/san-pham/banh-dau-xanh-hoa-dao-tet/,/san-pham/banh-dau-xanh-hoa-dao-tet/,product,Bánh đậu xanh Hoa đào Tết,extracted,content-raw/product/banh-dau-xanh-hoa-dao-tet.md
https://www.rongvanghoanggia.com/san-pham/banh-dau-xanh-hoa-sen-phat-ba/,/san-pham/banh-dau-xanh-hoa-sen-phat-ba/,product,Bánh đậu xanh Hoa sen Phật bà,extracted,content-raw/product/banh-dau-xanh-hoa-sen-phat-ba.md
https://www.rongvanghoanggia.com/san-pham/banh-dau-xanh-hop-le-hoi/,/san-pham/banh-dau-xanh-hop-le-hoi/,product,Bánh đậu xanh hộp lễ hỏi,extracted,content-raw/product/banh-dau-xanh-hop-le-hoi.md
https://www.rongvanghoanggia.com/san-pham/banh-dau-xanh-hop-le-huong-vi-com/,/san-pham/banh-dau-xanh-hop-le-huong-vi-com/,product,Bánh đậu xanh Hộp lễ hương vị cốm,extracted,content-raw/product/banh-dau-xanh-hop-le-huong-vi-com.md
https://www.rongvanghoanggia.com/san-pham/banh-dau-xanh-hop-le-huong-vi-dua/,/san-pham/banh-dau-xanh-hop-le-huong-vi-dua/,product,Bánh đậu xanh Hộp lễ hương vị dừa,extracted,content-raw/product/banh-dau-xanh-hop-le-huong-vi-dua.md
https://www.rongvanghoanggia.com/san-pham/banh-dau-xanh-hop-le-huong-vi-khoai-mon/,/san-pham/banh-dau-xanh-hop-le-huong-vi-khoai-mon/,product,Bánh đậu xanh Hộp lễ hương vị khoai môn,extracted,content-raw/product/banh-dau-xanh-hop-le-huong-vi-khoai-mon.md
https://www.rongvanghoanggia.com/san-pham/banh-dau-xanh-hop-le-huong-vi-sen/,/san-pham/banh-dau-xanh-hop-le-huong-vi-sen/,product,Bánh đậu xanh Hộp lễ hương vị sen,extracted,content-raw/product/banh-dau-xanh-hop-le-huong-vi-sen.md
https://www.rongvanghoanggia.com/san-pham/banh-dau-xanh-huong-vi-com-h24/,/san-pham/banh-dau-xanh-huong-vi-com-h24/,product,Bánh đậu xanh hương vị cốm H24,extracted,content-raw/product/banh-dau-xanh-huong-vi-com-h24.md
https://www.rongvanghoanggia.com/san-pham/banh-dau-xanh-huong-vi-dua-h24/,/san-pham/banh-dau-xanh-huong-vi-dua-h24/,product,Bánh đậu xanh hương vị dừa H24,extracted,content-raw/product/banh-dau-xanh-huong-vi-dua-h24.md
https://www.rongvanghoanggia.com/san-pham/banh-dau-xanh-huong-vi-dua-h24/index.html?add-to-cart=6887/,/san-pham/banh-dau-xanh-huong-vi-dua-h24/index.html?add-to-cart=6887/,product,Bánh đậu xanh hương vị dừa H24,extracted,content-raw/product/index.html?add-to-cart=6887.md
https://www.rongvanghoanggia.com/san-pham/banh-dau-xanh-huong-vi-khoai-mon-h24/,/san-pham/banh-dau-xanh-huong-vi-khoai-mon-h24/,product,Bánh đậu xanh hương vị khoai môn H24,extracted,content-raw/product/banh-dau-xanh-huong-vi-khoai-mon-h24.md
https://www.rongvanghoanggia.com/san-pham/banh-dau-xanh-huong-vi-sen-h24/,/san-pham/banh-dau-xanh-huong-vi-sen-h24/,product,Bánh đậu xanh hương vị sen H24,extracted,content-raw/product/banh-dau-xanh-huong-vi-sen-h24.md
https://www.rongvanghoanggia.com/san-pham/banh-dau-xanh-long-phung-sum-vay/,/san-pham/banh-dau-xanh-long-phung-sum-vay/,product,Bánh đậu xanh Long phụng sum vầy,extracted,content-raw/product/banh-dau-xanh-long-phung-sum-vay.md
https://www.rongvanghoanggia.com/san-pham/banh-dau-xanh-than-tai-phat-loc/,/san-pham/banh-dau-xanh-than-tai-phat-loc/,product,Bánh đậu xanh Thần tài phát lộc,extracted,content-raw/product/banh-dau-xanh-than-tai-phat-loc.md
https://www.rongvanghoanggia.com/san-pham/banh-dau-xanh-thap-sen/,/san-pham/banh-dau-xanh-thap-sen/,product,Bánh đậu xanh Tháp sen,extracted,content-raw/product/banh-dau-xanh-thap-sen.md
https://www.rongvanghoanggia.com/san-pham/banh-dau-xanh-thoi-vang-tai-loc/,/san-pham/banh-dau-xanh-thoi-vang-tai-loc/,product,Bánh đậu xanh Thỏi vàng Tài lộc,extracted,content-raw/product/banh-dau-xanh-thoi-vang-tai-loc.md
https://www.rongvanghoanggia.com/san-pham/banh-dau-xanh-thuong-hang-170g/,/san-pham/banh-dau-xanh-thuong-hang-170g/,product,Bánh đậu xanh thượng hạng 170g,extracted,content-raw/product/banh-dau-xanh-thuong-hang-170g.md
https://www.rongvanghoanggia.com/san-pham/banh-dau-xanh-thuong-hang-300g/,/san-pham/banh-dau-xanh-thuong-hang-300g/,product,Bánh đậu xanh thượng hạng 300g,extracted,content-raw/product/banh-dau-xanh-thuong-hang-300g.md
https://www.rongvanghoanggia.com/san-pham/banh-dau-xanh-thuong-hang-ocop-5-sao-quoc-gia/,/san-pham/banh-dau-xanh-thuong-hang-ocop-5-sao-quoc-gia/,product,Bánh đậu xanh thượng hạng OCOP 5 sao quốc gia,extracted,content-raw/product/banh-dau-xanh-thuong-hang-ocop-5-sao-quoc-gia.md
https://www.rongvanghoanggia.com/san-pham/banh-dau-xanh-trai-cay-24/,/san-pham/banh-dau-xanh-trai-cay-24/,product,Bánh đậu xanh trái cây 24,extracted,content-raw/product/banh-dau-xanh-trai-cay-24.md
https://www.rongvanghoanggia.com/san-pham/banh-dau-xanh-trai-cay-tron/,/san-pham/banh-dau-xanh-trai-cay-tron/,product,Bánh đậu xanh trái cây tròn,extracted,content-raw/product/banh-dau-xanh-trai-cay-tron.md
https://www.rongvanghoanggia.com/san-pham/bot-dau-xanh-dinh-duong/,/san-pham/bot-dau-xanh-dinh-duong/,product,Bột đậu xanh dinh dưỡng,extracted,content-raw/product/bot-dau-xanh-dinh-duong.md
https://www.rongvanghoanggia.com/san-pham/bot-dau-xanh-dinh-duong/index.html?add-to-cart=6887/,/san-pham/bot-dau-xanh-dinh-duong/index.html?add-to-cart=6887/,product,Bột đậu xanh dinh dưỡng,extracted,content-raw/product/index.html?add-to-cart=6887.md
https://www.rongvanghoanggia.com/san-pham/che-dau-den-cot-dua/,/san-pham/che-dau-den-cot-dua/,product,Chè đậu đen cốt dừa,extracted,content-raw/product/che-dau-den-cot-dua.md
https://www.rongvanghoanggia.com/san-pham/gio-qua-long-phung-lien-hoa/,/san-pham/gio-qua-long-phung-lien-hoa/,product,Giỏ quà Long phụng liên hoa,extracted,content-raw/product/gio-qua-long-phung-lien-hoa.md
https://www.rongvanghoanggia.com/san-pham/gio-qua-ngu-phuc-lam-mon/,/san-pham/gio-qua-ngu-phuc-lam-mon/,product,Giỏ quà Ngũ phúc lâm môn,extracted,content-raw/product/gio-qua-ngu-phuc-lam-mon.md
